,성별,확진자 수,사망자 수,날짜,날짜_dt
1505,여성,42061,758.0,2021-02-12,2021-02-12
1506,남성,40776,749.0,2021-02-12,2021-02-12
1507,여성,41858,751.0,2021-02-11,2021-02-11
1508,남성,40576,745.0,2021-02-11,2021-02-11
1509,여성,41600,747.0,2021-02-10,2021-02-10
1510,남성,40330,739.0,2021-02-10,2021-02-10
1511,여성,41405,746.0,2021-02-09,2021-02-09
1512,남성,40082,736.0,2021-02-09,2021-02-09
1513,여성,41260,742.0,2021-02-08,2021-02-08
1514,남성,39925,732.0,2021-02-08,2021-02-08
1515,여성,40968,740.0,2021-02-06,2021-02-06
1516,남성,39556,724.0,2021-02-06,2021-02-06
1517,여성,40774,737.0,2021-02-05,2021-02-05
1518,남성,39357,722.0,2021-02-05,2021-02-05
1519,여성,40590,731.0,2021-02-04,2021-02-04
1520,남성,39172,717.0,2021-02-04,2021-02-04
1521,여성,40350,728.0,2021-02-03,2021-02-03
1522,남성,38961,713.0,2021-02-03,2021-02-03
1523,여성,40135,726.0,2021-02-02,2021-02-02
1524,남성,38709,709.0,2021-02-02,2021-02-02
1525,여성,39986,719.0,2021-02-01,2021-02-01
1526,남성,38522,706.0,2021-02-01,2021-02-01
1527,여성,39830,717.0,2021-01-31,2021-01-31
1528,남성,38375,703.0,2021-01-31,2021-01-31
1529,여성,39658,714.0,2021-01-30,2021-01-30
1530,남성,38192,700.0,2021-01-30,2021-01-30
1531,여성,39425,706.0,2021-01-29,2021-01-29
1532,남성,37970,693.0,2021-01-29,2021-01-29
1533,여성,39171,700.0,2021-01-28,2021-01-28
1534,남성,37755,686.0,2021-01-28,2021-01-28
1535,여성,38948,695.0,2021-01-27,2021-01-27
1536,남성,37481,683.0,2021-01-27,2021-01-27
1537,여성,38667,690.0,2021-01-26,2021-01-26
1538,남성,37208,681.0,2021-01-26,2021-01-26
1539,여성,38470,687.0,2021-01-25,2021-01-25
1540,남성,37051,673.0,2021-01-25,2021-01-25
1541,여성,6221,94.0,2021-01-24,2021-01-24
1542,남성,4163,106.0,2021-01-24,2021-01-24
1543,여성,38073,673.0,2021-01-23,2021-01-23
1544,남성,36619,664.0,2021-01-23,2021-01-23
1545,여성,37850,669.0,2021-01-22,2021-01-22
1546,남성,36412,659.0,2021-01-22,2021-01-22
1547,여성,37672,666.0,2021-01-21,2021-01-21
1548,남성,36246,650.0,2021-01-21,2021-01-21
1549,여성,37456,660.0,2021-01-20,2021-01-20
1550,남성,36062,640.0,2021-01-20,2021-01-20
1551,여성,37254,650.0,2021-01-19,2021-01-19
1552,남성,35861,633.0,2021-01-19,2021-01-19
1553,여성,37064,640.0,2021-01-18,2021-01-18
1554,남성,35665,624.0,2021-01-18,2021-01-18
1555,여성,36869,634.0,2021-01-18,2021-01-18
1556,남성,35471,615.0,2021-01-18,2021-01-18
1557,여성,34715,553.0,2021-01-17,2021-01-17
1558,남성,33284,547.0,2021-01-17,2021-01-17
1559,여성,36604,630.0,2021-01-16,2021-01-16
1560,남성,35216,606.0,2021-01-16,2021-01-16
1561,여성,36304,620.0,2021-01-15,2021-01-15
1562,남성,34937,597.0,2021-01-15,2021-01-15
1563,여성,36051,608.0,2021-01-14,2021-01-14
1564,남성,34677,587.0,2021-01-14,2021-01-14
1565,여성,35801,603.0,2021-01-13,2021-01-13
1566,남성,34411,582.0,2021-01-13,2021-01-13
1567,여성,35516,593.0,2021-01-12,2021-01-12
1568,남성,34135,572.0,2021-01-12,2021-01-12
1569,여성,35247,578.0,2021-01-11,2021-01-11
1570,남성,33867,562.0,2021-01-11,2021-01-11
1571,여성,35037,567.0,2021-01-10,2021-01-10
1572,남성,33627,558.0,2021-01-10,2021-01-10
1573,여성,34715,553.0,2021-01-09,2021-01-09
1574,남성,33284,547.0,2021-01-09,2021-01-09
1575,여성,34396,541.0,2021-01-08,2021-01-08
1576,남성,32962,540.0,2021-01-08,2021-01-08
1577,여성,34043,521.0,2021-01-07,2021-01-07
1578,남성,32643,525.0,2021-01-07,2021-01-07
1579,여성,33633,513.0,2021-01-06,2021-01-06
1580,남성,32185,514.0,2021-01-06,2021-01-06
1581,여성,33200,500.0,2021-01-05,2021-01-05
1582,남성,31779,507.0,2021-01-05,2021-01-05
1583,여성,32841,490.0,2021-01-04,2021-01-04
1584,남성,31423,491.0,2021-01-04,2021-01-04
1585,여성,32357,479.0,2021-01-03,2021-01-03
1586,남성,30887,483.0,2021-01-03,2021-01-03
1587,여성,32002,473.0,2021-01-02,2021-01-02
1588,남성,30591,469.0,2021-01-02,2021-01-02
1589,여성,31600,458.0,2021-01-01,2021-01-01
1590,남성,30169,459.0,2021-01-01,2021-01-01
1591,여성,31128,452.0,2020-12-31,2020-12-31
1592,남성,29612,448.0,2020-12-31,2020-12-31
1593,여성,30666,441.0,2020-12-30,2020-12-30
1594,남성,29107,438.0,2020-12-30,2020-12-30
1595,여성,30138,430.0,2020-12-29,2020-12-29
1596,남성,28587,429.0,2020-12-29,2020-12-29
1597,여성,29714,403.0,2020-12-28,2020-12-28
1598,남성,27966,416.0,2020-12-28,2020-12-28
1599,여성,29301,397.0,2020-12-27,2020-12-27
1600,남성,27571,411.0,2020-12-27,2020-12-27
1601,여성,28802,389.0,2020-12-26,2020-12-26
1602,남성,27100,404.0,2020-12-26,2020-12-26
1603,여성,28235,383.0,2020-12-25,2020-12-25
1604,남성,26535,390.0,2020-12-25,2020-12-25
1605,여성,26708,357.0,2020-12-22,2020-12-22
1606,남성,24752,365.0,2020-12-22,2020-12-22
1607,여성,26262,340.0,2020-12-21,2020-12-21
1608,남성,24329,358.0,2020-12-21,2020-12-21
1609,여성,25797,329.0,2020-12-20,2020-12-20
1610,남성,23868,345.0,2020-12-20,2020-12-20
1611,여성,24744,309.0,2020-12-18,2020-12-18
1612,남성,22771,336.0,2020-12-18,2020-12-18
1613,여성,24166,303.0,2020-12-17,2020-12-17
1614,남성,22287,331.0,2020-12-17,2020-12-17
1615,여성,23628,295.0,2020-12-16,2020-12-16
1616,남성,21814,317.0,2020-12-16,2020-12-16
1617,여성,23106,292.0,2020-12-15,2020-12-15
1618,남성,21258,308.0,2020-12-15,2020-12-15
1619,여성,22641,285.0,2020-12-14,2020-12-14
1620,남성,20843,302.0,2020-12-14,2020-12-14
1621,여성,22253,283.0,2020-12-13,2020-12-13
1622,남성,20513,297.0,2020-12-13,2020-12-13
1623,여성,21707,283.0,2020-12-12,2020-12-12
1624,남성,20029,295.0,2020-12-12,2020-12-12
1625,여성,21193,280.0,2020-12-11,2020-12-11
1626,남성,19593,292.0,2020-12-11,2020-12-11
1627,여성,20841,275.0,2020-12-10,2020-12-10
1628,남성,19257,289.0,2020-12-10,2020-12-10
1629,여성,20518,269.0,2020-12-09,2020-12-09
1630,남성,18914,287.0,2020-12-09,2020-12-09
1631,여성,20176,267.0,2020-12-08,2020-12-08
1632,남성,18579,285.0,2020-12-08,2020-12-08
1633,여성,19856,265.0,2020-12-07,2020-12-07
1634,남성,18305,284.0,2020-12-07,2020-12-07
1635,여성,19247,260.0,2020-12-05,2020-12-05
1636,남성,17668,280.0,2020-12-05,2020-12-05
1637,여성,18952,257.0,2020-12-04,2020-12-04
1638,남성,17380,279.0,2020-12-04,2020-12-04
1639,여성,18611,253.0,2020-12-03,2020-12-03
1640,남성,17092,276.0,2020-12-03,2020-12-03
1641,여성,18344,251.0,2020-12-02,2020-12-02
1642,남성,16819,275.0,2020-12-02,2020-12-02
1643,여성,18095,251.0,2020-12-01,2020-12-01
1644,남성,16557,275.0,2020-12-01,2020-12-01
1645,여성,17878,251.0,2020-11-30,2020-11-30
1646,남성,16323,275.0,2020-11-30,2020-11-30
1647,여성,17657,249.0,2020-11-29,2020-11-29
1648,남성,16167,274.0,2020-11-29,2020-11-29
1649,여성,17441,249.0,2020-11-28,2020-11-28
1650,남성,15934,273.0,2020-11-28,2020-11-28
1651,여성,17199,245.0,2020-11-27,2020-11-27
1652,남성,15688,271.0,2020-11-27,2020-11-27
1653,여성,16942,244.0,2020-11-26,2020-11-26
1654,남성,15376,271.0,2020-11-26,2020-11-26
1655,여성,16656,244.0,2020-11-25,2020-11-25
1656,남성,15079,269.0,2020-11-25,2020-11-25
1657,여성,16480,242.0,2020-11-24,2020-11-24
1658,남성,14873,268.0,2020-11-24,2020-11-24
1659,여성,16321,242.0,2020-11-23,2020-11-23
1660,남성,14683,267.0,2020-11-23,2020-11-23
1661,여성,16178,240.0,2020-11-22,2020-11-22
1662,남성,14555,265.0,2020-11-22,2020-11-22
1663,여성,16021,239.0,2020-11-21,2020-11-21
1664,남성,14382,264.0,2020-11-21,2020-11-21
1665,여성,15845,238.0,2020-11-20,2020-11-20
1666,남성,14172,263.0,2020-11-20,2020-11-20
1667,여성,15673,236.0,2020-11-19,2020-11-19
1668,남성,13981,262.0,2020-11-19,2020-11-19
1669,여성,15511,235.0,2020-11-18,2020-11-18
1670,남성,13800,261.0,2020-11-18,2020-11-18
1671,여성,15382,234.0,2020-11-17,2020-11-17
1672,남성,13616,260.0,2020-11-17,2020-11-17
1673,여성,15270,234.0,2020-11-16,2020-11-16
1674,남성,13499,260.0,2020-11-16,2020-11-16
1675,여성,14957,231.0,2020-11-13,2020-11-13
1676,남성,13176,257.0,2020-11-13,2020-11-13
1677,여성,14857,230.0,2020-11-12,2020-11-12
1678,남성,13085,257.0,2020-11-12,2020-11-12
1679,여성,14791,230.0,2020-11-11,2020-11-11
1680,남성,13008,257.0,2020-11-11,2020-11-11
1681,여성,14713,230.0,2020-11-10,2020-11-10
1682,남성,12940,255.0,2020-11-10,2020-11-10
1683,여성,14669,228.0,2020-11-09,2020-11-09
1684,남성,12884,252.0,2020-11-09,2020-11-09
1685,여성,14600,226.0,2020-11-08,2020-11-08
1686,남성,12827,252.0,2020-11-08,2020-11-08
1687,여성,14494,225.0,2020-11-06,2020-11-06
1688,남성,12701,251.0,2020-11-06,2020-11-06
1689,여성,14494,225.0,2020-11-06,2020-11-06
1690,남성,12701,251.0,2020-11-06,2020-11-06
1691,여성,14423,225.0,2020-11-05,2020-11-05
1692,남성,12627,250.0,2020-11-05,2020-11-05
1693,여성,14361,225.0,2020-11-04,2020-11-04
1694,남성,12564,249.0,2020-11-04,2020-11-04
1695,여성,14304,223.0,2020-11-03,2020-11-03
1696,남성,12503,249.0,2020-11-03,2020-11-03
1697,여성,14272,219.0,2020-11-02,2020-11-02
1698,남성,12460,249.0,2020-11-02,2020-11-02
1699,여성,14159,216.0,2020-10-31,2020-10-31
1700,남성,12352,248.0,2020-10-31,2020-10-31
1701,여성,14096,215.0,2020-10-30,2020-10-30
1702,남성,12289,248.0,2020-10-30,2020-10-30
1703,여성,14036,215.0,2020-10-29,2020-10-29
1704,남성,12235,247.0,2020-10-29,2020-10-29
1705,여성,13979,214.0,2020-10-28,2020-10-28
1706,남성,12167,247.0,2020-10-28,2020-10-28
1707,여성,13922,214.0,2020-10-27,2020-10-27
1708,남성,12121,246.0,2020-10-27,2020-10-27
1709,여성,13875,213.0,2020-10-26,2020-10-26
1710,남성,12080,244.0,2020-10-26,2020-10-26
1711,여성,13807,213.0,2020-10-25,2020-10-25
1712,남성,12029,244.0,2020-10-25,2020-10-25
1713,여성,13772,213.0,2020-10-24,2020-10-24
1714,남성,12003,244.0,2020-10-24,2020-10-24
1715,여성,13736,213.0,2020-10-23,2020-10-23
1716,남성,11962,242.0,2020-10-23,2020-10-23
1717,여성,13654,212.0,2020-10-22,2020-10-22
1718,남성,11889,241.0,2020-10-22,2020-10-22
1719,여성,13594,210.0,2020-10-21,2020-10-21
1720,남성,11830,240.0,2020-10-21,2020-10-21
1721,여성,13550,210.0,2020-10-20,2020-10-20
1722,남성,11783,237.0,2020-10-20,2020-10-20
1723,여성,13530,209.0,2020-10-19,2020-10-19
1724,남성,11745,235.0,2020-10-19,2020-10-19
1725,여성,13488,209.0,2020-10-18,2020-10-18
1726,남성,11711,235.0,2020-10-18,2020-10-18
1727,여성,13399,207.0,2020-10-16,2020-10-16
1728,남성,11636,234.0,2020-10-16,2020-10-16
1729,여성,13373,206.0,2020-10-15,2020-10-15
1730,남성,11615,233.0,2020-10-15,2020-10-15
1731,여성,13295,205.0,2020-10-14,2020-10-14
1732,남성,11594,233.0,2020-10-14,2020-10-14
1733,여성,13262,202.0,2020-10-13,2020-10-13
1734,남성,11543,232.0,2020-10-13,2020-10-13
1735,여성,13183,201.0,2020-10-11,2020-10-11
1736,남성,11423,231.0,2020-10-11,2020-10-11
1737,여성,13159,200.0,2020-10-10,2020-10-10
1738,남성,11389,230.0,2020-10-10,2020-10-10
1739,여성,13071,198.0,2020-10-07,2020-10-07
1740,남성,11282,227.0,2020-10-07,2020-10-07
1741,여성,13010,196.0,2020-10-06,2020-10-06
1742,남성,11229,226.0,2020-10-06,2020-10-06
1743,여성,12985,196.0,2020-10-05,2020-10-05
1744,남성,11179,226.0,2020-10-05,2020-10-05
1745,여성,12959,196.0,2020-10-04,2020-10-04
1746,남성,11132,225.0,2020-10-04,2020-10-04
1747,여성,12935,196.0,2020-10-03,2020-10-03
1748,남성,11092,224.0,2020-10-03,2020-10-03
1749,여성,12907,196.0,2020-10-02,2020-10-02
1750,남성,11045,220.0,2020-10-02,2020-10-02
1751,여성,12882,196.0,2020-10-01,2020-10-01
1752,남성,11007,219.0,2020-10-01,2020-10-01
1753,여성,12848,196.0,2020-09-30,2020-09-30
1754,남성,10964,217.0,2020-09-30,2020-09-30
1755,여성,12812,191.0,2020-09-29,2020-09-29
1756,남성,10887,216.0,2020-09-29,2020-09-29
1757,여성,12801,190.0,2020-09-28,2020-09-28
1758,남성,10860,216.0,2020-09-28,2020-09-28
1759,여성,12777,188.0,2020-09-27,2020-09-27
1760,남성,10834,213.0,2020-09-27,2020-09-27
1761,여성,12724,188.0,2020-09-26,2020-09-26
1762,남성,10792,211.0,2020-09-26,2020-09-26
1763,여성,12688,187.0,2020-09-25,2020-09-25
1764,남성,10767,208.0,2020-09-25,2020-09-25
1765,여성,12628,186.0,2020-09-24,2020-09-24
1766,남성,10713,207.0,2020-09-24,2020-09-24
1767,여성,12568,185.0,2020-09-23,2020-09-23
1768,남성,10648,203.0,2020-09-23,2020-09-23
1769,여성,12517,185.0,2020-09-22,2020-09-22
1770,남성,10589,203.0,2020-09-22,2020-09-22
1771,여성,12493,183.0,2020-09-21,2020-09-21
1772,남성,10552,202.0,2020-09-21,2020-09-21
1773,여성,12425,179.0,2020-09-20,2020-09-20
1774,남성,10468,199.0,2020-09-20,2020-09-20
1775,여성,12425,179.0,2020-09-19,2020-09-19
1776,남성,10468,199.0,2020-09-19,2020-09-19
1777,여성,12360,179.0,2020-09-18,2020-09-18
1778,남성,10423,198.0,2020-09-18,2020-09-18
1779,여성,12212,175.0,2020-09-16,2020-09-16
1780,남성,10292,192.0,2020-09-16,2020-09-16
1781,여성,12166,175.0,2020-09-15,2020-09-15
1782,남성,10225,192.0,2020-09-15,2020-09-15
1783,여성,12108,173.0,2020-09-14,2020-09-14
1784,남성,10177,190.0,2020-09-14,2020-09-14
1785,여성,11992,169.0,2020-09-12,2020-09-12
1786,남성,10063,186.0,2020-09-12,2020-09-12
1787,여성,11937,165.0,2020-09-11,2020-09-11
1788,남성,9982,185.0,2020-09-11,2020-09-11
1789,여성,11838,163.0,2020-09-10,2020-09-10
1790,남성,9905,183.0,2020-09-10,2020-09-10
1791,여성,11759,162.0,2020-09-09,2020-09-09
1792,남성,9829,182.0,2020-09-09,2020-09-09
1793,여성,11679,160.0,2020-09-08,2020-09-08
1794,남성,9753,181.0,2020-09-08,2020-09-08
1795,여성,11616,158.0,2020-09-07,2020-09-07
1796,남성,9680,178.0,2020-09-07,2020-09-07
1797,여성,11563,158.0,2020-09-06,2020-09-06
1798,남성,9614,176.0,2020-09-06,2020-09-06
1799,여성,11475,157.0,2020-09-05,2020-09-05
1800,남성,9535,176.0,2020-09-05,2020-09-05
1801,여성,11389,156.0,2020-09-04,2020-09-04
1802,남성,9453,175.0,2020-09-04,2020-09-04
1803,여성,11285,155.0,2020-09-03,2020-09-03
1804,남성,9359,174.0,2020-09-03,2020-09-03
1805,여성,11177,153.0,2020-09-02,2020-09-02
1806,남성,9272,173.0,2020-09-02,2020-09-02
1807,여성,11043,152.0,2020-09-01,2020-09-01
1808,남성,9139,172.0,2020-09-01,2020-09-01
1809,여성,10922,152.0,2020-08-31,2020-08-31
1810,남성,9025,172.0,2020-08-31,2020-08-31
1811,여성,10788,151.0,2020-08-30,2020-08-30
1812,남성,8911,172.0,2020-08-30,2020-08-30
1813,여성,10643,151.0,2020-08-29,2020-08-29
1814,남성,8757,170.0,2020-08-29,2020-08-29
1815,여성,10461,149.0,2020-08-28,2020-08-28
1816,남성,8616,167.0,2020-08-28,2020-08-28
1817,여성,10265,148.0,2020-08-27,2020-08-27
1818,남성,8441,165.0,2020-08-27,2020-08-27
1819,여성,10031,147.0,2020-08-26,2020-08-26
1820,남성,8234,165.0,2020-08-26,2020-08-26
1821,여성,9856,146.0,2020-08-25,2020-08-25
1822,남성,8089,164.0,2020-08-25,2020-08-25
1823,여성,9713,146.0,2020-08-24,2020-08-24
1824,남성,7952,163.0,2020-08-24,2020-08-24
1825,여성,9565,146.0,2020-08-23,2020-08-23
1826,남성,7834,163.0,2020-08-23,2020-08-23
1827,여성,9325,146.0,2020-08-22,2020-08-22
1828,남성,7677,163.0,2020-08-22,2020-08-22
1829,여성,9138,146.0,2020-08-21,2020-08-21
1830,남성,7532,163.0,2020-08-21,2020-08-21
1831,여성,8962,144.0,2020-08-20,2020-08-20
1832,남성,7384,163.0,2020-08-20,2020-08-20
1833,여성,8807,143.0,2020-08-19,2020-08-19
1834,남성,7251,163.0,2020-08-19,2020-08-19
1835,여성,8619,143.0,2020-08-18,2020-08-18
1836,남성,7142,163.0,2020-08-18,2020-08-18
1837,여성,8463,143.0,2020-08-17,2020-08-17
1838,남성,7052,162.0,2020-08-17,2020-08-17
1839,여성,8341,143.0,2020-08-16,2020-08-16
1840,남성,6977,162.0,2020-08-16,2020-08-16
1841,여성,8164,143.0,2020-08-15,2020-08-15
1842,남성,6875,162.0,2020-08-15,2020-08-15
1843,여성,8068,143.0,2020-08-14,2020-08-14
1844,남성,6805,162.0,2020-08-14,2020-08-14
1845,여성,8016,143.0,2020-08-13,2020-08-13
1846,남성,6754,162.0,2020-08-13,2020-08-13
1847,여성,7991,143.0,2020-08-12,2020-08-12
1848,남성,6723,162.0,2020-08-12,2020-08-12
1849,여성,7971,143.0,2020-08-11,2020-08-11
1850,남성,6689,162.0,2020-08-11,2020-08-11
1851,여성,7957,143.0,2020-08-10,2020-08-10
1852,남성,6669,162.0,2020-08-10,2020-08-10
1853,여성,7943,143.0,2020-08-09,2020-08-09
1854,남성,6655,162.0,2020-08-09,2020-08-09
1855,여성,7924,143.0,2020-08-08,2020-08-08
1856,남성,6638,161.0,2020-08-08,2020-08-08
1857,여성,7904,143.0,2020-08-07,2020-08-07
1858,남성,6615,160.0,2020-08-07,2020-08-07
1859,여성,7897,142.0,2020-08-06,2020-08-06
1860,남성,6602,160.0,2020-08-06,2020-08-06
1861,여성,7888,142.0,2020-08-05,2020-08-05
1862,남성,6568,160.0,2020-08-05,2020-08-05
1863,여성,7878,141.0,2020-08-04,2020-08-04
1864,남성,6545,160.0,2020-08-04,2020-08-04
1865,여성,7867,141.0,2020-08-03,2020-08-03
1866,남성,6522,160.0,2020-08-03,2020-08-03
1867,여성,7859,94.0,2020-08-02,2020-08-02
1868,남성,6507,106.0,2020-08-02,2020-08-02
1869,여성,7850,141.0,2020-08-01,2020-08-01
1870,남성,6486,160.0,2020-08-01,2020-08-01
1871,여성,7842,141.0,2020-07-31,2020-07-31
1872,남성,6463,160.0,2020-07-31,2020-07-31
1873,여성,7830,141.0,2020-07-30,2020-07-30
1874,남성,6439,159.0,2020-07-30,2020-07-30
1875,여성,7825,141.0,2020-07-29,2020-07-29
1876,남성,6426,159.0,2020-07-29,2020-07-29
1877,여성,7809,141.0,2020-07-28,2020-07-28
1878,남성,6394,159.0,2020-07-28,2020-07-28
1879,여성,7803,141.0,2020-07-27,2020-07-27
1880,남성,6372,158.0,2020-07-27,2020-07-27
1881,여성,7790,140.0,2020-07-26,2020-07-26
1882,남성,6360,158.0,2020-07-26,2020-07-26
1883,여성,7781,140.0,2020-07-25,2020-07-25
1884,남성,6311,158.0,2020-07-25,2020-07-25
1885,여성,7764,140.0,2020-07-24,2020-07-24
1886,남성,6215,158.0,2020-07-24,2020-07-24
1887,여성,7746,140.0,2020-07-23,2020-07-23
1888,남성,6192,157.0,2020-07-23,2020-07-23
1889,여성,7726,140.0,2020-07-22,2020-07-22
1890,남성,6153,157.0,2020-07-22,2020-07-22
1891,여성,7702,140.0,2020-07-21,2020-07-21
1892,남성,6114,156.0,2020-07-21,2020-07-21
1893,여성,7682,140.0,2020-07-20,2020-07-20
1894,남성,6089,156.0,2020-07-20,2020-07-20
1895,여성,7675,140.0,2020-07-19,2020-07-19
1896,남성,6070,155.0,2020-07-19,2020-07-19
1897,여성,7662,139.0,2020-07-18,2020-07-18
1898,남성,6049,155.0,2020-07-18,2020-07-18
1899,여성,7646,139.0,2020-07-17,2020-07-17
1900,남성,6026,154.0,2020-07-17,2020-07-17
1901,여성,7601,137.0,2020-07-16,2020-07-16
1902,남성,5911,154.0,2020-07-16,2020-07-16
1903,여성,7607,136.0,2020-07-15,2020-07-15
1904,남성,5944,153.0,2020-07-15,2020-07-15
1905,여성,7601,136.0,2020-07-14,2020-07-14
1906,남성,5911,153.0,2020-07-14,2020-07-14
1907,여성,7584,136.0,2020-07-13,2020-07-13
1908,남성,5895,153.0,2020-07-13,2020-07-13
1909,여성,7561,136.0,2020-07-12,2020-07-12
1910,남성,5856,153.0,2020-07-12,2020-07-12
1911,여성,7549,135.0,2020-07-11,2020-07-11
1912,남성,5824,153.0,2020-07-11,2020-07-11
1913,여성,7536,135.0,2020-07-10,2020-07-10
1914,남성,5802,153.0,2020-07-10,2020-07-10
1915,여성,7527,134.0,2020-07-09,2020-07-09
1916,남성,5766,153.0,2020-07-09,2020-07-09
1917,여성,7506,133.0,2020-07-08,2020-07-08
1918,남성,5738,152.0,2020-07-08,2020-07-08
1919,여성,7478,133.0,2020-07-07,2020-07-07
1920,남성,5703,152.0,2020-07-07,2020-07-07
1921,여성,7455,133.0,2020-07-06,2020-07-06
1922,남성,5682,151.0,2020-07-06,2020-07-06
1923,여성,7434,132.0,2020-07-05,2020-07-05
1924,남성,5657,151.0,2020-07-05,2020-07-05
1925,여성,7405,132.0,2020-07-04,2020-07-04
1926,남성,5625,151.0,2020-07-04,2020-07-04
1927,여성,7380,131.0,2020-07-03,2020-07-03
1928,남성,5587,151.0,2020-07-03,2020-07-03
1929,여성,7349,131.0,2020-07-02,2020-07-02
1930,남성,5555,151.0,2020-07-02,2020-07-02
1931,여성,7305,131.0,2020-07-01,2020-07-01
1932,남성,5495,151.0,2020-07-01,2020-07-01
1933,여성,7305,131.0,2020-06-30,2020-06-30
1934,남성,5495,151.0,2020-06-30,2020-06-30
1935,여성,7287,131.0,2020-06-29,2020-06-29
1936,남성,5470,151.0,2020-06-29,2020-06-29
1937,여성,7265,131.0,2020-06-28,2020-06-28
1938,남성,5450,151.0,2020-06-28,2020-06-28
1939,여성,7241,131.0,2020-06-27,2020-06-27
1940,남성,5412,151.0,2020-06-27,2020-06-27
1941,여성,7218,131.0,2020-06-26,2020-06-26
1942,남성,5384,151.0,2020-06-26,2020-06-26
1943,여성,7203,131.0,2020-06-25,2020-06-25
1944,남성,5360,151.0,2020-06-25,2020-06-25
1945,여성,7190,131.0,2020-06-24,2020-06-24
1946,남성,5345,150.0,2020-06-24,2020-06-24
1947,여성,7170,151.0,2020-06-23,2020-06-23
1948,남성,5314,150.0,2020-06-23,2020-06-23
1949,여성,7159,130.0,2020-06-22,2020-06-22
1950,남성,5279,150.0,2020-06-22,2020-06-22
1951,여성,7151,130.0,2020-06-21,2020-06-21
1952,남성,5270,150.0,2020-06-21,2020-06-21
1953,여성,7128,130.0,2020-06-20,2020-06-20
1954,남성,5245,150.0,2020-06-20,2020-06-20
1955,여성,7100,130.0,2020-06-19,2020-06-19
1956,남성,5206,150.0,2020-06-19,2020-06-19
1957,여성,7076,130.0,2020-06-18,2020-06-18
1958,남성,5181,150.0,2020-06-18,2020-06-18
1959,여성,7042,130.0,2020-06-17,2020-06-17
1960,남성,5156,149.0,2020-06-17,2020-06-17
1961,여성,7017,130.0,2020-06-16,2020-06-16
1962,남성,5138,148.0,2020-06-16,2020-06-16
1963,여성,6988,130.0,2020-06-14,2020-06-14
1964,남성,5097,147.0,2020-06-14,2020-06-14
1965,여성,6970,130.0,2020-06-13,2020-06-13
1966,남성,5081,147.0,2020-06-13,2020-06-13
1967,여성,6917,129.0,2020-06-12,2020-06-12
1968,남성,5030,147.0,2020-06-12,2020-06-12
1969,여성,6917,129.0,2020-06-11,2020-06-11
1970,남성,5030,147.0,2020-06-11,2020-06-11
1971,여성,6900,129.0,2020-06-10,2020-06-10
1972,남성,5002,147.0,2020-06-10,2020-06-10
1973,여성,6872,128.0,2020-06-09,2020-06-09
1974,남성,4980,146.0,2020-06-09,2020-06-09
1975,여성,6852,128.0,2020-06-08,2020-06-08
1976,남성,4962,145.0,2020-06-08,2020-06-08
1977,여성,6826,128.0,2020-06-07,2020-06-07
1978,남성,4950,145.0,2020-06-07,2020-06-07
1979,여성,6799,128.0,2020-06-06,2020-06-06
1980,남성,4920,145.0,2020-06-06,2020-06-06
1981,여성,6775,128.0,2020-06-05,2020-06-05
1982,남성,4893,145.0,2020-06-05,2020-06-05
1983,여성,6757,128.0,2020-06-04,2020-06-04
1984,남성,4872,145.0,2020-06-04,2020-06-04
1985,여성,6738,128.0,2020-06-03,2020-06-03
1986,남성,4852,145.0,2020-06-03,2020-06-03
1987,여성,6712,128.0,2020-06-02,2020-06-02
1988,남성,4829,144.0,2020-06-02,2020-06-02
1989,여성,6673,127.0,2020-05-31,2020-05-31
1990,남성,4795,143.0,2020-05-31,2020-05-31
1991,여성,6661,127.0,2020-05-30,2020-05-30
1992,남성,4780,142.0,2020-05-30,2020-05-30
1993,여성,6643,127.0,2020-05-29,2020-05-29
1994,남성,4759,142.0,2020-05-29,2020-05-29
1995,여성,6617,127.0,2020-05-28,2020-05-28
1996,남성,4727,142.0,2020-05-28,2020-05-28
1997,여성,6585,127.0,2020-05-27,2020-05-27
1998,남성,4680,142.0,2020-05-27,2020-05-27
1999,여성,6561,127.0,2020-05-26,2020-05-26
2000,남성,4664,142.0,2020-05-26,2020-05-26
2001,여성,6555,126.0,2020-05-25,2020-05-25
2002,남성,4651,141.0,2020-05-25,2020-05-25
2003,여성,6547,126.0,2020-05-24,2020-05-24
2004,남성,4643,140.0,2020-05-24,2020-05-24
2005,여성,6537,126.0,2020-05-23,2020-05-23
2006,남성,4628,140.0,2020-05-23,2020-05-23
2007,여성,6521,126.0,2020-05-21,2020-05-21
2008,남성,4601,138.0,2020-05-21,2020-05-21
2009,여성,6518,126.0,2020-05-20,2020-05-20
2010,남성,4592,137.0,2020-05-20,2020-05-20
2011,여성,6509,126.0,2020-05-19,2020-05-19
2012,남성,4569,137.0,2020-05-19,2020-05-19
2013,여성,6505,126.0,2020-05-18,2020-05-18
2014,남성,4560,137.0,2020-05-18,2020-05-18
2015,여성,6501,126.0,2020-05-17,2020-05-17
2016,남성,4549,136.0,2020-05-17,2020-05-17
2017,여성,6493,126.0,2020-05-16,2020-05-16
2018,남성,4544,136.0,2020-05-16,2020-05-16
2019,여성,6486,125.0,2020-05-15,2020-05-15
2020,남성,4532,135.0,2020-05-15,2020-05-15
2021,여성,6475,125.0,2020-05-14,2020-05-14
