,나이,확진자 수,사망자 수,날짜,날짜_dt
5011,70대,13639,662.0,2021-09-23,2021-09-23
5012,80대 이상,7323,1223.0,2021-09-23,2021-09-23
5013,10대 미만,15711,0.0,2021-09-22,2021-09-22
5014,10대,25252,0.0,2021-09-22,2021-09-22
5015,20대,54792,9.0,2021-09-22,2021-09-22
5016,30대,45330,15.0,2021-09-22,2021-09-22
5017,40대,46865,29.0,2021-09-22,2021-09-22
5018,50대,48815,146.0,2021-09-22,2021-09-22
5019,60대,33349,341.0,2021-09-22,2021-09-22
5020,70대,13571,658.0,2021-09-22,2021-09-22
5021,80대 이상,7298,1221.0,2021-09-22,2021-09-22
5022,10대 미만,15608,0.0,2021-09-21,2021-09-21
5023,10대,25080,0.0,2021-09-21,2021-09-21
5024,20대,54456,9.0,2021-09-21,2021-09-21
5025,30대,45024,15.0,2021-09-21,2021-09-21
5026,40대,46547,29.0,2021-09-21,2021-09-21
5027,50대,48613,146.0,2021-09-21,2021-09-21
5028,60대,33176,339.0,2021-09-21,2021-09-21
5029,70대,13480,656.0,2021-09-21,2021-09-21
5030,80대 이상,7279,1219.0,2021-09-21,2021-09-21
5031,10대 미만,15498,0.0,2021-09-20,2021-09-20
5032,10대,24920,0.0,2021-09-20,2021-09-20
5033,20대,54097,9.0,2021-09-20,2021-09-20
5034,30대,44720,15.0,2021-09-20,2021-09-20
5035,40대,46222,29.0,2021-09-20,2021-09-20
5036,50대,48401,145.0,2021-09-20,2021-09-20
5037,60대,33016,336.0,2021-09-20,2021-09-20
5038,70대,13411,656.0,2021-09-20,2021-09-20
5039,80대 이상,7251,1219.0,2021-09-20,2021-09-20
5040,10대 미만,15399,0.0,2021-09-19,2021-09-19
5041,10대,24764,0.0,2021-09-19,2021-09-19
5042,20대,53769,8.0,2021-09-19,2021-09-19
5043,30대,44424,15.0,2021-09-19,2021-09-19
5044,40대,45924,29.0,2021-09-19,2021-09-19
5045,50대,48209,144.0,2021-09-19,2021-09-19
5046,60대,32877,336.0,2021-09-19,2021-09-19
5047,70대,13347,655.0,2021-09-19,2021-09-19
5048,80대 이상,7218,1217.0,2021-09-19,2021-09-19
5049,10대 미만,15275,0.0,2021-09-18,2021-09-18
5050,10대,24591,0.0,2021-09-18,2021-09-18
5051,20대,53367,8.0,2021-09-18,2021-09-18
5052,30대,44097,15.0,2021-09-18,2021-09-18
5053,40대,45558,27.0,2021-09-18,2021-09-18
5054,50대,47969,142.0,2021-09-18,2021-09-18
5055,60대,32694,334.0,2021-09-18,2021-09-18
5056,70대,13279,654.0,2021-09-18,2021-09-18
5057,80대 이상,7192,1214.0,2021-09-18,2021-09-18
5058,10대 미만,14985,0.0,2021-09-16,2021-09-16
5059,10대,24160,0.0,2021-09-16,2021-09-16
5060,20대,52517,8.0,2021-09-16,2021-09-16
5061,30대,43339,15.0,2021-09-16,2021-09-16
5062,40대,44841,25.0,2021-09-16,2021-09-16
5063,50대,47472,139.0,2021-09-16,2021-09-16
5064,60대,32329,334.0,2021-09-16,2021-09-16
5065,70대,13146,654.0,2021-09-16,2021-09-16
5066,80대 이상,7141,1211.0,2021-09-16,2021-09-16
5067,10대 미만,14841,0.0,2021-09-15,2021-09-15
5068,10대,23950,0.0,2021-09-15,2021-09-15
5069,20대,52112,8.0,2021-09-15,2021-09-15
5070,30대,42935,15.0,2021-09-15,2021-09-15
5071,40대,44498,25.0,2021-09-15,2021-09-15
5072,50대,47278,139.0,2021-09-15,2021-09-15
5073,60대,32174,332.0,2021-09-15,2021-09-15
5074,70대,13091,652.0,2021-09-15,2021-09-15
5075,80대 이상,7110,1209.0,2021-09-15,2021-09-15
5076,10대 미만,14720,0.0,2021-09-14,2021-09-14
5077,10대,23741,0.0,2021-09-14,2021-09-14
5078,20대,51677,8.0,2021-09-14,2021-09-14
5079,30대,42474,14.0,2021-09-14,2021-09-14
5080,40대,44123,25.0,2021-09-14,2021-09-14
5081,50대,47043,138.0,2021-09-14,2021-09-14
5082,60대,32027,328.0,2021-09-14,2021-09-14
5083,70대,13031,649.0,2021-09-14,2021-09-14
5084,80대 이상,7074,1205.0,2021-09-14,2021-09-14
5085,10대 미만,14618,0.0,2021-09-13,2021-09-13
5086,10대,23593,0.0,2021-09-13,2021-09-13
5087,20대,51328,8.0,2021-09-13,2021-09-13
5088,30대,42189,14.0,2021-09-13,2021-09-13
5089,40대,43870,25.0,2021-09-13,2021-09-13
5090,50대,46848,136.0,2021-09-13,2021-09-13
5091,60대,31924,328.0,2021-09-13,2021-09-13
5092,70대,12993,645.0,2021-09-13,2021-09-13
5093,80대 이상,7052,1204.0,2021-09-13,2021-09-13
5094,10대 미만,14383,0.0,2021-09-11,2021-09-11
5095,10대,23239,0.0,2021-09-11,2021-09-11
5096,20대,50664,8.0,2021-09-11,2021-09-11
5097,30대,41566,14.0,2021-09-11,2021-09-11
5098,40대,43323,25.0,2021-09-11,2021-09-11
5099,50대,46493,136.0,2021-09-11,2021-09-11
5100,60대,31649,328.0,2021-09-11,2021-09-11
5101,70대,12911,645.0,2021-09-11,2021-09-11
5102,80대 이상,6999,1202.0,2021-09-11,2021-09-11
5103,10대 미만,14236,0.0,2021-09-10,2021-09-10
5104,10대,23048,0.0,2021-09-10,2021-09-10
5105,20대,50248,8.0,2021-09-10,2021-09-10
5106,30대,41212,14.0,2021-09-10,2021-09-10
5107,40대,43016,25.0,2021-09-10,2021-09-10
5108,50대,46266,134.0,2021-09-10,2021-09-10
5109,60대,31509,326.0,2021-09-10,2021-09-10
5110,70대,12843,643.0,2021-09-10,2021-09-10
5111,80대 이상,6984,1198.0,2021-09-10,2021-09-10
5112,10대 미만,14127,0.0,2021-09-09,2021-09-09
5113,10대,22853,0.0,2021-09-09,2021-09-09
5114,20대,49821,8.0,2021-09-09,2021-09-09
5115,30대,40863,14.0,2021-09-09,2021-09-09
5116,40대,42699,25.0,2021-09-09,2021-09-09
5117,50대,46012,132.0,2021-09-09,2021-09-09
5118,60대,31361,325.0,2021-09-09,2021-09-09
5119,70대,12794,642.0,2021-09-09,2021-09-09
5120,80대 이상,6940,1197.0,2021-09-09,2021-09-09
5121,10대 미만,13989,0.0,2021-09-08,2021-09-08
5122,10대,22620,0.0,2021-09-08,2021-09-08
5123,20대,49383,8.0,2021-09-08,2021-09-08
5124,30대,40508,14.0,2021-09-08,2021-09-08
5125,40대,42330,25.0,2021-09-08,2021-09-08
5126,50대,45737,131.0,2021-09-08,2021-09-08
5127,60대,31181,322.0,2021-09-08,2021-09-08
5128,70대,12749,640.0,2021-09-08,2021-09-08
5129,80대 이상,6926,1194.0,2021-09-08,2021-09-08
5130,10대 미만,13879,0.0,2021-09-07,2021-09-07
5131,10대,22401,0.0,2021-09-07,2021-09-07
5132,20대,48928,8.0,2021-09-07,2021-09-07
5133,30대,40108,14.0,2021-09-07,2021-09-07
5134,40대,41951,24.0,2021-09-07,2021-09-07
5135,50대,45464,131.0,2021-09-07,2021-09-07
5136,60대,31033,321.0,2021-09-07,2021-09-07
5137,70대,12702,640.0,2021-09-07,2021-09-07
5138,80대 이상,6908,1192.0,2021-09-07,2021-09-07
5139,10대 미만,13768,0.0,2021-09-06,2021-09-06
5140,10대,22228,0.0,2021-09-06,2021-09-06
5141,20대,48581,8.0,2021-09-06,2021-09-06
5142,30대,39833,14.0,2021-09-06,2021-09-06
5143,40대,41652,24.0,2021-09-06,2021-09-06
5144,50대,45238,131.0,2021-09-06,2021-09-06
5145,60대,30910,319.0,2021-09-06,2021-09-06
5146,70대,12671,639.0,2021-09-06,2021-09-06
5147,80대 이상,6897,1192.0,2021-09-06,2021-09-06
5148,10대 미만,13545,0.0,2021-09-04,2021-09-04
5149,10대,21926,0.0,2021-09-04,2021-09-04
5150,20대,47984,8.0,2021-09-04,2021-09-04
5151,30대,39325,13.0,2021-09-04,2021-09-04
5152,40대,41146,23.0,2021-09-04,2021-09-04
5153,50대,44853,130.0,2021-09-04,2021-09-04
5154,60대,30670,315.0,2021-09-04,2021-09-04
5155,70대,12594,637.0,2021-09-04,2021-09-04
5156,80대 이상,6870,1189.0,2021-09-04,2021-09-04
5157,10대 미만,13432,0.0,2021-09-03,2021-09-03
5158,10대,21742,0.0,2021-09-03,2021-09-03
5159,20대,47570,8.0,2021-09-03,2021-09-03
5160,30대,38989,13.0,2021-09-03,2021-09-03
5161,40대,40840,23.0,2021-09-03,2021-09-03
5162,50대,44616,128.0,2021-09-03,2021-09-03
5163,60대,30524,310.0,2021-09-03,2021-09-03
5164,70대,12541,637.0,2021-09-03,2021-09-03
5165,80대 이상,6856,1189.0,2021-09-03,2021-09-03
5166,10대 미만,13338,0.0,2021-09-02,2021-09-02
5167,10대,21589,0.0,2021-09-02,2021-09-02
5168,20대,47190,8.0,2021-09-02,2021-09-02
5169,30대,38668,13.0,2021-09-02,2021-09-02
5170,40대,40528,23.0,2021-09-02,2021-09-02
5171,50대,44378,128.0,2021-09-02,2021-09-02
5172,60대,30373,306.0,2021-09-02,2021-09-02
5173,70대,12500,636.0,2021-09-02,2021-09-02
5174,80대 이상,6837,1189.0,2021-09-02,2021-09-02
5175,10대 미만,13182,0.0,2021-09-01,2021-09-01
5176,10대,21413,0.0,2021-09-01,2021-09-01
5177,20대,46720,8.0,2021-09-01,2021-09-01
5178,30대,38305,12.0,2021-09-01,2021-09-01
5179,40대,40224,23.0,2021-09-01,2021-09-01
5180,50대,44109,126.0,2021-09-01,2021-09-01
5181,60대,30217,305.0,2021-09-01,2021-09-01
5182,70대,12455,634.0,2021-09-01,2021-09-01
5183,80대 이상,6820,1184.0,2021-09-01,2021-09-01
5184,10대 미만,13055,0.0,2021-08-31,2021-08-31
5185,10대,21221,0.0,2021-08-31,2021-08-31
5186,20대,46275,8.0,2021-08-31,2021-08-31
5187,30대,37941,12.0,2021-08-31,2021-08-31
5188,40대,39889,22.0,2021-08-31,2021-08-31
5189,50대,43812,125.0,2021-08-31,2021-08-31
5190,60대,30022,305.0,2021-08-31,2021-08-31
5191,70대,12399,630.0,2021-08-31,2021-08-31
5192,80대 이상,6807,1183.0,2021-08-31,2021-08-31
5193,10대 미만,12981,0.0,2021-08-30,2021-08-30
5194,10대,21057,0.0,2021-08-30,2021-08-30
5195,20대,45963,8.0,2021-08-30,2021-08-30
5196,30대,37723,12.0,2021-08-30,2021-08-30
5197,40대,39668,22.0,2021-08-30,2021-08-30
5198,50대,43606,125.0,2021-08-30,2021-08-30
5199,60대,29888,305.0,2021-08-30,2021-08-30
5200,70대,12372,630.0,2021-08-30,2021-08-30
5201,80대 이상,6793,1182.0,2021-08-30,2021-08-30
5202,10대 미만,12879,0.0,2021-08-29,2021-08-29
5203,10대,20938,0.0,2021-08-29,2021-08-29
5204,20대,45637,8.0,2021-08-29,2021-08-29
5205,30대,37420,12.0,2021-08-29,2021-08-29
5206,40대,39439,22.0,2021-08-29,2021-08-29
5207,50대,43394,122.0,2021-08-29,2021-08-29
5208,60대,29758,305.0,2021-08-29,2021-08-29
5209,70대,12339,629.0,2021-08-29,2021-08-29
5210,80대 이상,6764,1181.0,2021-08-29,2021-08-29
5211,10대 미만,12781,0.0,2021-08-28,2021-08-28
5212,10대,20795,0.0,2021-08-28,2021-08-28
5213,20대,45236,8.0,2021-08-28,2021-08-28
5214,30대,37126,12.0,2021-08-28,2021-08-28
5215,40대,39203,22.0,2021-08-28,2021-08-28
5216,50대,43164,122.0,2021-08-28,2021-08-28
5217,60대,29596,303.0,2021-08-28,2021-08-28
5218,70대,12298,628.0,2021-08-28,2021-08-28
5219,80대 이상,6752,1181.0,2021-08-28,2021-08-28
5220,10대 미만,12669,0.0,2021-08-27,2021-08-27
5221,10대,20599,0.0,2021-08-27,2021-08-27
5222,20대,44803,8.0,2021-08-27,2021-08-27
5223,30대,36814,11.0,2021-08-27,2021-08-27
5224,40대,38945,22.0,2021-08-27,2021-08-27
5225,50대,42902,120.0,2021-08-27,2021-08-27
5226,60대,29449,300.0,2021-08-27,2021-08-27
5227,70대,12251,627.0,2021-08-27,2021-08-27
5228,80대 이상,6726,1177.0,2021-08-27,2021-08-27
5229,10대 미만,12543,0.0,2021-08-26,2021-08-26
5230,10대,20425,0.0,2021-08-26,2021-08-26
5231,20대,44375,8.0,2021-08-26,2021-08-26
5232,30대,36478,11.0,2021-08-26,2021-08-26
5233,40대,38656,22.0,2021-08-26,2021-08-26
5234,50대,42632,114.0,2021-08-26,2021-08-26
5235,60대,29289,300.0,2021-08-26,2021-08-26
5236,70대,12211,627.0,2021-08-26,2021-08-26
5237,80대 이상,6708,1175.0,2021-08-26,2021-08-26
5238,10대 미만,12424,0.0,2021-08-25,2021-08-25
5239,10대,20248,0.0,2021-08-25,2021-08-25
5240,20대,43938,8.0,2021-08-25,2021-08-25
5241,30대,36140,11.0,2021-08-25,2021-08-25
5242,40대,38355,21.0,2021-08-25,2021-08-25
5243,50대,42355,110.0,2021-08-25,2021-08-25
5244,60대,29139,296.0,2021-08-25,2021-08-25
5245,70대,12145,623.0,2021-08-25,2021-08-25
5246,80대 이상,6695,1168.0,2021-08-25,2021-08-25
5247,10대 미만,12284,0.0,2021-08-24,2021-08-24
5248,10대,20025,0.0,2021-08-24,2021-08-24
5249,20대,43428,8.0,2021-08-24,2021-08-24
5250,30대,35782,11.0,2021-08-24,2021-08-24
5251,40대,37999,21.0,2021-08-24,2021-08-24
5252,50대,42061,109.0,2021-08-24,2021-08-24
5253,60대,28951,295.0,2021-08-24,2021-08-24
5254,70대,12084,620.0,2021-08-24,2021-08-24
5255,80대 이상,6673,1164.0,2021-08-24,2021-08-24
5256,10대 미만,12168,0.0,2021-08-23,2021-08-23
5257,10대,19880,0.0,2021-08-23,2021-08-23
5258,20대,43083,8.0,2021-08-23,2021-08-23
5259,30대,35510,11.0,2021-08-23,2021-08-23
5260,40대,37738,21.0,2021-08-23,2021-08-23
5261,50대,41859,109.0,2021-08-23,2021-08-23
5262,60대,28837,293.0,2021-08-23,2021-08-23
5263,70대,12045,619.0,2021-08-23,2021-08-23
5264,80대 이상,6662,1161.0,2021-08-23,2021-08-23
5265,10대 미만,12088,0.0,2021-08-22,2021-08-22
5266,10대,19736,0.0,2021-08-22,2021-08-22
5267,20대,42762,8.0,2021-08-22,2021-08-22
5268,30대,35276,11.0,2021-08-22,2021-08-22
5269,40대,37475,21.0,2021-08-22,2021-08-22
5270,50대,41638,108.0,2021-08-22,2021-08-22
5271,60대,28727,290.0,2021-08-22,2021-08-22
5272,70대,12013,617.0,2021-08-22,2021-08-22
5273,80대 이상,6651,1160.0,2021-08-22,2021-08-22
5274,10대 미만,11986,0.0,2021-08-21,2021-08-21
5275,10대,19583,0.0,2021-08-21,2021-08-21
5276,20대,42388,8.0,2021-08-21,2021-08-21
5277,30대,34978,11.0,2021-08-21,2021-08-21
5278,40대,37211,20.0,2021-08-21,2021-08-21
5279,50대,41394,103.0,2021-08-21,2021-08-21
5280,60대,28594,289.0,2021-08-21,2021-08-21
5281,70대,11970,615.0,2021-08-21,2021-08-21
5282,80대 이상,6635,1156.0,2021-08-21,2021-08-21
5283,10대 미만,11879,0.0,2021-08-20,2021-08-20
5284,10대,19394,0.0,2021-08-20,2021-08-20
5285,20대,41978,6.0,2021-08-20,2021-08-20
5286,30대,34648,11.0,2021-08-20,2021-08-20
5287,40대,36914,20.0,2021-08-20,2021-08-20
5288,50대,41122,103.0,2021-08-20,2021-08-20
5289,60대,28410,288.0,2021-08-20,2021-08-20
5290,70대,11906,614.0,2021-08-20,2021-08-20
5291,80대 이상,6608,1155.0,2021-08-20,2021-08-20
5292,10대 미만,11724,0.0,2021-08-19,2021-08-19
5293,10대,19210,0.0,2021-08-19,2021-08-19
5294,20대,41523,6.0,2021-08-19,2021-08-19
5295,30대,34288,11.0,2021-08-19,2021-08-19
5296,40대,36578,20.0,2021-08-19,2021-08-19
5297,50대,40801,103.0,2021-08-19,2021-08-19
5298,60대,28259,287.0,2021-08-19,2021-08-19
5299,70대,11845,611.0,2021-08-19,2021-08-19
5300,80대 이상,6580,1153.0,2021-08-19,2021-08-19
5301,10대 미만,11585,0.0,2021-08-18,2021-08-18
5302,10대,19008,0.0,2021-08-18,2021-08-18
5303,20대,41008,6.0,2021-08-18,2021-08-18
5304,30대,33895,11.0,2021-08-18,2021-08-18
5305,40대,36229,20.0,2021-08-18,2021-08-18
5306,50대,40494,99.0,2021-08-18,2021-08-18
5307,60대,28091,283.0,2021-08-18,2021-08-18
5308,70대,11786,610.0,2021-08-18,2021-08-18
5309,80대 이상,6561,1149.0,2021-08-18,2021-08-18
5310,10대 미만,11467,0.0,2021-08-17,2021-08-17
5311,10대,18808,0.0,2021-08-17,2021-08-17
5312,20대,40580,6.0,2021-08-17,2021-08-17
5313,30대,33612,11.0,2021-08-17,2021-08-17
5314,40대,35933,20.0,2021-08-17,2021-08-17
5315,50대,40226,99.0,2021-08-17,2021-08-17
5316,60대,27931,283.0,2021-08-17,2021-08-17
5317,70대,11759,610.0,2021-08-17,2021-08-17
5318,80대 이상,6538,1144.0,2021-08-17,2021-08-17
5319,10대 미만,11145,0.0,2021-08-14,2021-08-14
5320,10대,18287,0.0,2021-08-14,2021-08-14
5321,20대,39466,5.0,2021-08-14,2021-08-14
5322,30대,32837,11.0,2021-08-14,2021-08-14
5323,40대,35210,19.0,2021-08-14,2021-08-14
5324,50대,39466,94.0,2021-08-14,2021-08-14
5325,60대,27590,279.0,2021-08-14,2021-08-14
5326,70대,11640,606.0,2021-08-14,2021-08-14
5327,80대 이상,6470,1134.0,2021-08-14,2021-08-14
5328,10대 미만,11043,0.0,2021-08-13,2021-08-13
5329,10대,18081,0.0,2021-08-13,2021-08-13
5330,20대,38996,5.0,2021-08-13,2021-08-13
5331,30대,32498,11.0,2021-08-13,2021-08-13
5332,40대,34935,19.0,2021-08-13,2021-08-13
5333,50대,39147,94.0,2021-08-13,2021-08-13
5334,60대,27441,277.0,2021-08-13,2021-08-13
5335,70대,11594,604.0,2021-08-13,2021-08-13
5336,80대 이상,6447,1134.0,2021-08-13,2021-08-13
5337,10대 미만,10922,0.0,2021-08-12,2021-08-12
5338,10대,17869,0.0,2021-08-12,2021-08-12
5339,20대,38527,5.0,2021-08-12,2021-08-12
5340,30대,32179,11.0,2021-08-12,2021-08-12
5341,40대,34634,19.0,2021-08-12,2021-08-12
5342,50대,38842,92.0,2021-08-12,2021-08-12
5343,60대,27264,277.0,2021-08-12,2021-08-12
5344,70대,11546,602.0,2021-08-12,2021-08-12
5345,80대 이상,6409,1132.0,2021-08-12,2021-08-12
5346,10대 미만,10800,0.0,2021-08-11,2021-08-11
5347,10대,17643,0.0,2021-08-11,2021-08-11
5348,20대,38037,5.0,2021-08-11,2021-08-11
5349,30대,31848,10.0,2021-08-11,2021-08-11
5350,40대,34356,19.0,2021-08-11,2021-08-11
5351,50대,38523,91.0,2021-08-11,2021-08-11
5352,60대,27120,276.0,2021-08-11,2021-08-11
5353,70대,11494,602.0,2021-08-11,2021-08-11
5354,80대 이상,6385,1132.0,2021-08-11,2021-08-11
5355,10대 미만,10675,0.0,2021-08-10,2021-08-10
5356,10대,17431,0.0,2021-08-10,2021-08-10
5357,20대,37478,5.0,2021-08-10,2021-08-10
5358,30대,31464,10.0,2021-08-10,2021-08-10
5359,40대,34014,19.0,2021-08-10,2021-08-10
5360,50대,38167,91.0,2021-08-10,2021-08-10
5361,60대,26954,275.0,2021-08-10,2021-08-10
5362,70대,11441,602.0,2021-08-10,2021-08-10
5363,80대 이상,6363,1132.0,2021-08-10,2021-08-10
5364,10대 미만,10573,0.0,2021-08-09,2021-08-09
5365,10대,17235,0.0,2021-08-09,2021-08-09
5366,20대,37146,5.0,2021-08-09,2021-08-09
5367,30대,31226,10.0,2021-08-09,2021-08-09
5368,40대,33755,18.0,2021-08-09,2021-08-09
5369,50대,37933,88.0,2021-08-09,2021-08-09
5370,60대,26829,274.0,2021-08-09,2021-08-09
5371,70대,11409,600.0,2021-08-09,2021-08-09
5372,80대 이상,6342,1130.0,2021-08-09,2021-08-09
5373,10대 미만,10353,0.0,2021-08-07,2021-08-07
5374,10대,16902,0.0,2021-08-07,2021-08-07
5375,20대,36418,5.0,2021-08-07,2021-08-07
5376,30대,30685,10.0,2021-08-07,2021-08-07
5377,40대,33290,18.0,2021-08-07,2021-08-07
5378,50대,37410,84.0,2021-08-07,2021-08-07
5379,60대,26543,271.0,2021-08-07,2021-08-07
5380,70대,11325,599.0,2021-08-07,2021-08-07
5381,80대 이상,6302,1129.0,2021-08-07,2021-08-07
5382,10대 미만,10230,0.0,2021-08-06,2021-08-06
5383,10대,16732,0.0,2021-08-06,2021-08-06
5384,20대,36023,5.0,2021-08-06,2021-08-06
5385,30대,30414,10.0,2021-08-06,2021-08-06
5386,40대,33013,18.0,2021-08-06,2021-08-06
5387,50대,37095,84.0,2021-08-06,2021-08-06
5388,60대,26377,271.0,2021-08-06,2021-08-06
5389,70대,11270,597.0,2021-08-06,2021-08-06
5390,80대 이상,6252,1128.0,2021-08-06,2021-08-06
5391,10대 미만,10102,0.0,2021-08-05,2021-08-05
5392,10대,16538,0.0,2021-08-05,2021-08-05
5393,20대,35662,5.0,2021-08-05,2021-08-05
5394,30대,30137,10.0,2021-08-05,2021-08-05
5395,40대,32759,17.0,2021-08-05,2021-08-05
5396,50대,36810,82.0,2021-08-05,2021-08-05
5397,60대,26228,271.0,2021-08-05,2021-08-05
5398,70대,11219,597.0,2021-08-05,2021-08-05
5399,80대 이상,6247,1127.0,2021-08-05,2021-08-05
5400,10대 미만,10006,0.0,2021-08-04,2021-08-04
5401,10대,16334,0.0,2021-08-04,2021-08-04
5402,20대,35238,5.0,2021-08-04,2021-08-04
5403,30대,29877,10.0,2021-08-04,2021-08-04
5404,40대,32469,17.0,2021-08-04,2021-08-04
5405,50대,36518,82.0,2021-08-04,2021-08-04
5406,60대,26080,269.0,2021-08-04,2021-08-04
5407,70대,11173,596.0,2021-08-04,2021-08-04
5408,80대 이상,6231,1127.0,2021-08-04,2021-08-04
5409,10대 미만,9910,0.0,2021-08-03,2021-08-03
5410,10대,16146,0.0,2021-08-03,2021-08-03
5411,20대,34837,5.0,2021-08-03,2021-08-03
5412,30대,29596,10.0,2021-08-03,2021-08-03
5413,40대,32189,17.0,2021-08-03,2021-08-03
5414,50대,36217,82.0,2021-08-03,2021-08-03
5415,60대,25954,267.0,2021-08-03,2021-08-03
5416,70대,11134,596.0,2021-08-03,2021-08-03
5417,80대 이상,6220,1127.0,2021-08-03,2021-08-03
5418,10대 미만,9811,0.0,2021-08-02,2021-08-02
5419,10대,16008,0.0,2021-08-02,2021-08-02
5420,20대,34603,5.0,2021-08-02,2021-08-02
5421,30대,29411,10.0,2021-08-02,2021-08-02
5422,40대,31991,17.0,2021-08-02,2021-08-02
5423,50대,36012,82.0,2021-08-02,2021-08-02
5424,60대,25853,265.0,2021-08-02,2021-08-02
5425,70대,11103,593.0,2021-08-02,2021-08-02
5426,80대 이상,6210,1127.0,2021-08-02,2021-08-02
5427,10대 미만,9727,0.0,2021-08-01,2021-08-01
5428,10대,15852,0.0,2021-08-01,2021-08-01
5429,20대,34350,5.0,2021-08-01,2021-08-01
5430,30대,29231,10.0,2021-08-01,2021-08-01
5431,40대,31772,17.0,2021-08-01,2021-08-01
5432,50대,35817,82.0,2021-08-01,2021-08-01
5433,60대,25775,264.0,2021-08-01,2021-08-01
5434,70대,11072,593.0,2021-08-01,2021-08-01
5435,80대 이상,6191,1127.0,2021-08-01,2021-08-01
5436,10대 미만,9633,0.0,2021-07-31,2021-07-31
5437,10대,15678,0.0,2021-07-31,2021-07-31
5438,20대,34037,5.0,2021-07-31,2021-07-31
5439,30대,29018,10.0,2021-07-31,2021-07-31
5440,40대,31534,17.0,2021-07-31,2021-07-31
5441,50대,35572,81.0,2021-07-31,2021-07-31
5442,60대,25660,262.0,2021-07-31,2021-07-31
5443,70대,11036,593.0,2021-07-31,2021-07-31
5444,80대 이상,6177,1127.0,2021-07-31,2021-07-31
5445,10대 미만,9536,0.0,2021-07-30,2021-07-30
5446,10대,15500,0.0,2021-07-30,2021-07-30
5447,20대,33689,4.0,2021-07-30,2021-07-30
5448,30대,28776,10.0,2021-07-30,2021-07-30
5449,40대,31270,17.0,2021-07-30,2021-07-30
5450,50대,35333,81.0,2021-07-30,2021-07-30
5451,60대,25528,260.0,2021-07-30,2021-07-30
5452,70대,11008,592.0,2021-07-30,2021-07-30
5453,80대 이상,6166,1125.0,2021-07-30,2021-07-30
5454,10대 미만,9436,0.0,2021-07-29,2021-07-29
5455,10대,15318,0.0,2021-07-29,2021-07-29
5456,20대,33336,4.0,2021-07-29,2021-07-29
5457,30대,28506,10.0,2021-07-29,2021-07-29
5458,40대,30963,17.0,2021-07-29,2021-07-29
5459,50대,35027,81.0,2021-07-29,2021-07-29
5460,60대,25408,259.0,2021-07-29,2021-07-29
5461,70대,10959,591.0,2021-07-29,2021-07-29
5462,80대 이상,6146,1123.0,2021-07-29,2021-07-29
5463,10대 미만,9312,0.0,2021-07-28,2021-07-28
5464,10대,15133,0.0,2021-07-28,2021-07-28
5465,20대,32938,4.0,2021-07-28,2021-07-28
5466,30대,28265,10.0,2021-07-28,2021-07-28
5467,40대,30667,16.0,2021-07-28,2021-07-28
5468,50대,34763,81.0,2021-07-28,2021-07-28
5469,60대,25294,258.0,2021-07-28,2021-07-28
5470,70대,10923,591.0,2021-07-28,2021-07-28
5471,80대 이상,6132,1123.0,2021-07-28,2021-07-28
5472,10대 미만,9185,0.0,2021-07-27,2021-07-27
5473,10대,14917,0.0,2021-07-27,2021-07-27
5474,20대,32543,3.0,2021-07-27,2021-07-27
5475,30대,27960,9.0,2021-07-27,2021-07-27
5476,40대,30341,16.0,2021-07-27,2021-07-27
5477,50대,34430,80.0,2021-07-27,2021-07-27
5478,60대,25160,257.0,2021-07-27,2021-07-27
5479,70대,10882,591.0,2021-07-27,2021-07-27
5480,80대 이상,6113,1123.0,2021-07-27,2021-07-27
5481,10대 미만,9078,0.0,2021-07-26,2021-07-26
5482,10대,14766,0.0,2021-07-26,2021-07-26
5483,20대,32218,3.0,2021-07-26,2021-07-26
5484,30대,27756,8.0,2021-07-26,2021-07-26
5485,40대,30101,16.0,2021-07-26,2021-07-26
5486,50대,34213,80.0,2021-07-26,2021-07-26
5487,60대,25064,257.0,2021-07-26,2021-07-26
5488,70대,10864,591.0,2021-07-26,2021-07-26
5489,80대 이상,6106,1122.0,2021-07-26,2021-07-26
5490,10대 미만,8915,0.0,2021-07-24,2021-07-24
5491,10대,14406,0.0,2021-07-24,2021-07-24
5492,20대,31613,3.0,2021-07-24,2021-07-24
